name,cellulose
"Staphylococcus aureus B4-59C",2
"Staphylococcus aureus B9-22D",2
"Staphylococcus aureus Bc",2
"Staphylococcus aureus BSN9S",2
"Staphylococcus aureus BSN9R",2
"Staphylococcus aureus Bmb9393",2
"Staphylococcus aureus Bk",2
"Staphylococcus aureus C3948",2
"Staphylococcus aureus CA15",2
"Staphylococcus aureus CC5",2
"Staphylococcus aureus CA-347",2
"Staphylococcus aureus CFBR-105",2
"Staphylococcus aureus CFSAN007835",2
"Staphylococcus aureus B3-17D",2
"Staphylococcus aureus CFSAN007850",2
"Staphylococcus aureus CFSAN007847",2
"Staphylococcus aureus CFSAN007883",2
"Staphylococcus aureus CFSAN007894",2
"Staphylococcus aureus CFSAN007851",2
"Staphylococcus aureus CFSAN007896",2
"Staphylococcus aureus CFSAN018749",2
"Staphylococcus aureus CFSAN018750",2
"Staphylococcus aureus C2406",2
"Staphylococcus aureus CFSAN064037",2
"Staphylococcus aureus CFSAN082781",2
"Staphylococcus aureus CFSAN082782",2
"Staphylococcus aureus CFSAN064038",2
"Staphylococcus aureus C8879",2
"Staphylococcus aureus CA12",2
"Staphylococcus aureus CFSAN082783",2
"Staphylococcus aureus CMRSA-6",2
"Staphylococcus aureus CMRSA-3",2
"Staphylococcus aureus Col52-A5",2
"Staphylococcus aureus CR14-035",2
"Staphylococcus aureus CHU15-056",2
"Staphylococcus aureus D592-HR",2
"Staphylococcus aureus ch21",2
"Staphylococcus aureus ch22",2
"Staphylococcus aureus F17SA003",2
"Staphylococcus aureus D592",2
"Staphylococcus aureus FCFHV36",2
"Staphylococcus aureus E16SA093",2
"Staphylococcus aureus FDAARGOS_10",2
"Staphylococcus aureus FDA209P",2
"Staphylococcus aureus FDAARGOS_2",2
"Staphylococcus aureus FDAARGOS_1",2
"Staphylococcus aureus FDAARGOS_140",2
"Staphylococcus aureus FDAARGOS_43",2
"Staphylococcus aureus FDAARGOS_48",2
"Staphylococcus aureus FDAARGOS_504",2
"Staphylococcus aureus FDAARGOS_40",2
"Staphylococcus aureus FDAARGOS_15",2
"Staphylococcus aureus FDAARGOS_6",2
"Staphylococcus aureus FDAARGOS_766",2
"Staphylococcus aureus FORC_012",2
"Staphylococcus aureus FDAARGOS_773",2
"Staphylococcus aureus FORC59",2
"Staphylococcus aureus FORC_026",2
"Staphylococcus aureus FDAARGOS_660",2
"Staphylococcus aureus FORC_040",2
"Staphylococcus aureus FORC_045",2
"Staphylococcus aureus FORC_061",2
"Staphylococcus aureus FDAARGOS_159",2
"Staphylococcus aureus FDAARGOS_412",2
"Staphylococcus aureus FORC_039",2
"Staphylococcus aureus FORC_027",2
"Staphylococcus aureus G04",2
"Staphylococcus aureus G03",2
"Staphylococcus aureus G16",2
"Staphylococcus aureus G34",2
"Staphylococcus aureus G36",2
"Staphylococcus aureus G01",2
"Staphylococcus aureus Fu1",2
"Staphylococcus aureus FORC_062",2
"Staphylococcus aureus G57",2
"Staphylococcus aureus GD1677",2
"Staphylococcus aureus GD1539",2
"Staphylococcus aureus GD1108",2
"Staphylococcus aureus GD487",2
"Staphylococcus aureus GHA1",2
"Staphylococcus aureus GD5",2
"Staphylococcus aureus GD705",2
"Staphylococcus aureus GHA11",2
"Staphylococcus aureus GD1696",2
"Staphylococcus aureus GD1706",2
"Staphylococcus aureus GHA2",2
"Staphylococcus aureus GHA3",2
"Staphylococcus aureus GHA13",2
"Staphylococcus aureus GHA4",2
"Staphylococcus aureus GHA5",2
"Staphylococcus aureus GHA6",2
"Staphylococcus aureus GHA7",2
"Staphylococcus aureus GHA8",2
"Staphylococcus aureus GHA9",2
"Staphylococcus aureus GHA10",2
"Staphylococcus aureus H489",2
"Staphylococcus aureus Guangzhou-SAU749",2
"Staphylococcus aureus I2",2
"Staphylococcus aureus HOU1444-VR",2
"Staphylococcus aureus Guangzhou-SAU071",2
"Staphylococcus aureus HPV107",2
"Staphylococcus aureus HUV05",2
"Staphylococcus aureus HZW450",2
"Staphylococcus aureus I29",2
"Staphylococcus aureus ILRI_Eymole1/1",2
"Staphylococcus aureus IT1-S",2
"Staphylococcus aureus J01",2
"Staphylococcus aureus Jb",2
"Staphylococcus aureus ISU935",2
"Staphylococcus aureus I37",2
"Staphylococcus aureus I36",2
"Staphylococcus aureus Je",2
"Staphylococcus aureus JH4899",2
"Staphylococcus aureus JK3137",2
"Staphylococcus aureus JE2",2
"Staphylococcus aureus JKD6004",2
"Staphylococcus aureus GHA12",2
"Staphylococcus aureus JMUB1273",2
"Staphylococcus aureus JP080",2
"Staphylococcus aureus JKD6004-DR",2
"Staphylococcus aureus JMUB3031",2
"Staphylococcus aureus JRA307",2
"Staphylococcus aureus Jn",2
"Staphylococcus aureus KG-22",2
"Staphylococcus aureus K17",2
"Staphylococcus aureus KG-18",2
"Staphylococcus aureus KUH140013",2
"Staphylococcus aureus KUH140046",2
"Staphylococcus aureus KUH140087",2
"Staphylococcus aureus K5",2
"Staphylococcus aureus KUH180062",2
"Staphylococcus aureus KG-03",2
"Staphylococcus aureus KUH180129",2
"Staphylococcus aureus KUH140331",2
"Staphylococcus aureus KUN1163",2
"Staphylococcus aureus K18",2
"Staphylococcus aureus Laus385",2
"Staphylococcus aureus IT4-R",2
"Staphylococcus aureus KUH180038",2
"Staphylococcus aureus Lr3",2
"Staphylococcus aureus Laus270",2
"Staphylococcus aureus M1092",2
"Staphylococcus aureus Lr6",2
"Staphylococcus aureus M1",2
"Staphylococcus aureus M121",2
"Staphylococcus aureus M1172",2
"Staphylococcus aureus M117",2
"Staphylococcus aureus M124",2
"Staphylococcus aureus M125",2
"Staphylococcus aureus M192",2
"Staphylococcus aureus M186",2
"Staphylococcus aureus M160",2
"Staphylococcus aureus Lr12",2
"Staphylococcus aureus Lr2",2
"Staphylococcus aureus M2024",2
"Staphylococcus aureus M20",2
"Staphylococcus aureus M222",2
"Staphylococcus aureus M283",2
"Staphylococcus aureus M2117",2
"Staphylococcus aureus M385",2
"Staphylococcus aureus M313",2
"Staphylococcus aureus M37",2
"Staphylococcus aureus M5",2
"Staphylococcus aureus M51",2
"Staphylococcus aureus M534",2
"Staphylococcus aureus M2872",2
"Staphylococcus aureus M48",2
"Staphylococcus aureus M319",2
"Staphylococcus aureus M308",2
"Staphylococcus aureus M92",2
"Staphylococcus aureus M86",2
"Staphylococcus aureus MI",2
"Staphylococcus aureus MJ163",2
"Staphylococcus aureus MJ015",2
"Staphylococcus aureus MCRF184",2
"Staphylococcus aureus MOZ66",2
"Staphylococcus aureus MOK063",2
"Staphylococcus aureus MS4",2
"Staphylococcus aureus NCCP 16830",2
"Staphylococcus aureus NCCP14558",2
"Staphylococcus aureus NCCP14562",2
"Staphylococcus aureus MOK042",2
"Staphylococcus aureus Mw2",2
"Staphylococcus aureus NCTC10344",2
"Staphylococcus aureus NCTC12233",2
"Staphylococcus aureus NCTC11940",2
"Staphylococcus aureus NCTC13137",2
"Staphylococcus aureus NCTC11965",2
"Staphylococcus aureus NCTC13140",2
"Staphylococcus aureus NCTC13395",2
"Staphylococcus aureus NCTC13142",2
"Staphylococcus aureus NCTC13277",2
"Staphylococcus aureus NCTC13435",2
"Staphylococcus aureus NCTC13394",2
"Staphylococcus aureus NCTC13552",2
"Staphylococcus aureus NCTC3761",2
"Staphylococcus aureus NCTC4137",2
"Staphylococcus aureus NCTC13811",2
"Staphylococcus aureus NCTC13616",2
"Staphylococcus aureus NCTC1803",2
"Staphylococcus aureus NCTC4163",2
"Staphylococcus aureus NCTC5660",2
"Staphylococcus aureus NCTC5661",2
"Staphylococcus aureus NCTC6131",2
"Staphylococcus aureus MRSA107",2
"Staphylococcus aureus NCTC7485",2
"Staphylococcus aureus NCTC8317",2
"Staphylococcus aureus NCTC8532",2
"Staphylococcus aureus NCTC7988",2
"Staphylococcus aureus NCTC5663",2
"Staphylococcus aureus NCTC9752",2
"Staphylococcus aureus NCTC7121",2
"Staphylococcus aureus NCTC9555",2
"Staphylococcus aureus NRRL B-41012",2
"Staphylococcus aureus NCTC8726",2
"Staphylococcus aureus NRS 100",2
"Staphylococcus aureus NRS1",2
"Staphylococcus aureus NP66",2
"Staphylococcus aureus NCTC6136",2
"Staphylococcus aureus NRS120",2
"Staphylococcus aureus NRS133",2
"Staphylococcus aureus NRS137",2
"Staphylococcus aureus NRS143",2
"Staphylococcus aureus No.10",2
"Staphylococcus aureus NRS153",2
"Staphylococcus aureus NRS107",2
"Staphylococcus aureus NRS384",2
"Staphylococcus aureus NRS384-rpoB-H481N-NCV",2
"Staphylococcus aureus NRS149",2
"Staphylococcus aureus NRS146",2
"Staphylococcus aureus NRS384-rpoB-H481N-SCV",2
"Staphylococcus aureus NCTC9944",2
"Staphylococcus aureus NF25",2
"Staphylococcus aureus NRS484",2
"Staphylococcus aureus O100",2
"Staphylococcus aureus NX-T55",2
"Staphylococcus aureus O11",2
"Staphylococcus aureus O103",2
"Staphylococcus aureus O17",2
"Staphylococcus aureus O217",2
"Staphylococcus aureus O331",2
"Staphylococcus aureus O268",2
"Staphylococcus aureus O267",2
"Staphylococcus aureus O408",2
"Staphylococcus aureus O326",2
"Staphylococcus aureus O46",2
"Staphylococcus aureus O55",2
"Staphylococcus aureus O82",2
"Staphylococcus aureus P10",2
"Staphylococcus aureus P1D12C1",2
"Staphylococcus aureus P1D14C1",2
"Staphylococcus aureus P1D1C1",2
"Staphylococcus aureus P1D5C1",2
"Staphylococcus aureus P1D9C1",2
"Staphylococcus aureus P2D15C1",2
"Staphylococcus aureus P1D8C2",2
"Staphylococcus aureus P1D8C1",2
"Staphylococcus aureus P1D5C2",2
"Staphylococcus aureus P1D7C1",2
"Staphylococcus aureus P2D1C1",2
"Staphylococcus aureus P2D8C1",2
"Staphylococcus aureus PTDrAP2",2
"Staphylococcus aureus QD-CD9",2
"Staphylococcus aureus PMB179-1",2
"Staphylococcus aureus PMB196-1",2
"Staphylococcus aureus NRS271",2
"Staphylococcus aureus RIVM1295",2
"Staphylococcus aureus R50",2
"Staphylococcus aureus RF122",2
"Staphylococcus aureus R46",2
"Staphylococcus aureus RIVM3897",2
"Staphylococcus aureus RIVM1607",2
"Staphylococcus aureus RIVM6519",2
"Staphylococcus aureus RJ1267",2
"Staphylococcus aureus S15",2
"Staphylococcus aureus SA112",2
"Staphylococcus aureus SA1428",2
"Staphylococcus aureus S57",2
"Staphylococcus aureus SA01",2
"Staphylococcus aureus RKI4",2
"Staphylococcus aureus Smith",2
"Staphylococcus aureus SCDR-SA1",2
"Staphylococcus aureus SA17_S6",2
"Staphylococcus aureus SR153",2
"Staphylococcus aureus SA40TW",2
"Staphylococcus aureus SA564",2
"Staphylococcus aureus SJTUF_J27",2
"Staphylococcus aureus ST20130939",2
"Staphylococcus aureus ST20130942",2
"Staphylococcus aureus ST20130940",2
"Staphylococcus aureus SR434",2
"Staphylococcus aureus ST20130938",2
"Staphylococcus aureus ST20130943",2
"Staphylococcus aureus ST20130941",2
"Staphylococcus aureus ST20130945",2
"Staphylococcus aureus ST20130944",2
"Staphylococcus aureus subsp. aureus",2
"Staphylococcus aureus subsp. aureus 11819-97",2
"Staphylococcus aureus subsp. aureus 55/2053",2
"Staphylococcus aureus subsp. aureus 6850",2
"Staphylococcus aureus subsp. aureus 71193",2
"Staphylococcus aureus subsp. aureus COL",2
"Staphylococcus aureus subsp. aureus CN1",2
"Staphylococcus aureus subsp. aureus DSM 20231",2
"Staphylococcus aureus subsp. aureus ECT-R 2",2
"Staphylococcus aureus subsp. aureus ED133",2
"Staphylococcus aureus subsp. aureus ED98",2
"Staphylococcus aureus subsp. aureus HO 5096 0412",2
"Staphylococcus aureus subsp. aureus JKD6159",2
"Staphylococcus aureus subsp. aureus JH9",2
"Staphylococcus aureus subsp. aureus MRSA252",2
"Staphylococcus aureus subsp. aureus LGA251",2
"Staphylococcus aureus subsp. aureus M013",2
"Staphylococcus aureus subsp. aureus Mu3",2
"Staphylococcus aureus subsp. aureus JH1",2
"Staphylococcus aureus subsp. aureus MW2",2
"Staphylococcus aureus subsp. aureus N315",2
"Staphylococcus aureus subsp. aureus Mu50",2
"Staphylococcus aureus subsp. aureus SA957",2
"Staphylococcus aureus subsp. aureus SA40",2
"Staphylococcus aureus subsp. aureus NCTC 8325",2
"Staphylococcus aureus subsp. aureus SA268",2
"Staphylococcus aureus subsp. aureus NCTC 8325 NCTC8325",2
"Staphylococcus aureus subsp. aureus ST398",2
"Staphylococcus aureus subsp. aureus ST772-MRSA-V DAR4145",2
"Staphylococcus aureus subsp. aureus T0131",2
"Staphylococcus aureus subsp. aureus str. JKD6008",2
"Staphylococcus aureus subsp. aureus Tager 104",2
"Staphylococcus aureus subsp. aureus TCH60",2
"Staphylococcus aureus subsp. aureus TW20",2
"Staphylococcus aureus subsp. aureus MSSA476",2
"Staphylococcus aureus subsp. aureus ST228",2
"Staphylococcus aureus subsp. aureus VC40",2
"Staphylococcus aureus subsp. aureus USA300_FPR3757",2
"Staphylococcus aureus subsp. aureus Z172",2
"Staphylococcus aureus subsp. aureus str. Newman",2
"Staphylococcus aureus SVH7513",2
"Staphylococcus aureus TCH 959",2
"Staphylococcus aureus TF3198",2
"Staphylococcus aureus subsp. aureus USA300_TCH1516",2
"Staphylococcus aureus Tokyo12480",2
"Staphylococcus aureus Tokyo12482",2
"Staphylococcus aureus UCI62",2
"Staphylococcus aureus USA 100",2
"Staphylococcus aureus USA300-SUR11",2
"Staphylococcus aureus UA-S391_USA300",2
"Staphylococcus aureus TPS3156",2
"Staphylococcus aureus USA300-SUR1",2
"Staphylococcus aureus USA300-ISMMS1",2
"Staphylococcus aureus USA300-SUR12",2
"Staphylococcus aureus USA300-SUR13",2
"Staphylococcus aureus USA300-SUR15",2
"Staphylococcus aureus USA300-SUR14",2
"Staphylococcus aureus USA300-SUR18",2
"Staphylococcus aureus USA300-SUR17",2
"Staphylococcus aureus USA300-SUR16",2
"Staphylococcus aureus USA300-SUR19",2
"Staphylococcus aureus USA300-SUR20",2
"Staphylococcus aureus USA300-SUR24",2
"Staphylococcus aureus USA300-SUR21",2
"Staphylococcus aureus USA300-SUR23",2
"Staphylococcus aureus USA300-SUR22",2
"Staphylococcus aureus USA300-SUR3",2
"Staphylococcus aureus USA300-SUR6",2
"Staphylococcus aureus USA300-SUR7",2
"Staphylococcus aureus USA300-SUR5",2
"Staphylococcus aureus USA300-SUR8",2
"Staphylococcus aureus USA300-SUR9",2
"Staphylococcus aureus UTSW MRSA 55",2
"Staphylococcus aureus USA400-0051",2
"Staphylococcus aureus V521",2
"Staphylococcus aureus V605",2
"Staphylococcus aureus VGC1",2
"Staphylococcus aureus USA300-SUR10",2
"Staphylococcus aureus WCH-SK2",2
"Staphylococcus aureus WH9628",2
"Staphylococcus aureus WH3018",2
"Staphylococcus aureus XN108",2
"Staphylococcus aureus V2200",2
"Staphylococcus aureus XQ",2
"Staphylococcus aureus USA300-SUR2",2
"Staphylococcus auricularis FDAARGOS_882",2
"Staphylococcus capitis BN2",2
"Staphylococcus auricularis NCTC12101",2
"Staphylococcus aureus ZJ5499",2
"Staphylococcus aureus USA300-SUR4",2
"Staphylococcus capitis FDAARGOS_753",2
"Staphylococcus capitis subsp. capitis AYP1020",2
"Staphylococcus capitis TW2795",2
"Staphylococcus capitis FDAARGOS_378",2
"Staphylococcus caprae 26D",2
"Staphylococcus carnosus FDAARGOS_1204",2
"Staphylococcus carnosus LTH 3730; SK 13; JCM 6069",2
"Staphylococcus caprae JMUB145",2
"Staphylococcus caprae JMUB590",2
"Staphylococcus caprae SY333",2
"Staphylococcus carnosus FDAARGOS_1147",2
"Staphylococcus caprae JMUB898",2
"Staphylococcus carnosus subsp. carnosus TM300",2
"Staphylococcus chromogenes 1401",2
"Staphylococcus chromogenes 34B",2
"Staphylococcus chromogenes 17A",2
"Staphylococcus chromogenes 20B",2
"Staphylococcus cohnii FDAARGOS_334",2
"Staphylococcus aureus ZY05",2
"Staphylococcus condimenti FDAARGOS_1148",2
"Staphylococcus cohnii FDAARGOS_744",2
"Staphylococcus condimenti DSM 11674",2
"Staphylococcus condimenti NCTC13827",2
"Staphylococcus cohnii SNUDS-2",2
"Staphylococcus cohnii FDAARGOS_538",2
"Staphylococcus condimenti StO 2014-01",2
"Staphylococcus epidermidis 1457",2
"Staphylococcus epidermidis 14.1.R1",2
"Staphylococcus delphini NCTC12225",2
"Staphylococcus epidermidis 949_S8",2
"Staphylococcus epidermidis ATCC 12228",2
"Staphylococcus epidermidis E73",2
"Staphylococcus epidermidis FDAARGOS_153",2
"Staphylococcus epidermidis FDAARGOS_529",2
"Staphylococcus debuckii SDB 2975",2
"Staphylococcus epidermidis HD05-1",2
"Staphylococcus epidermidis HD104-2",2
"Staphylococcus epidermidis HD104-6",2
"Staphylococcus epidermidis CSF41498",2
"Staphylococcus epidermidis DAR1907",2
"Staphylococcus epidermidis HD04-1",2
"Staphylococcus epidermidis HD12-10",2
"Staphylococcus epidermidis HD12-2",2
"Staphylococcus epidermidis HD12-5",2
"Staphylococcus epidermidis HD12-6",2
"Staphylococcus epidermidis FDAARGOS_161",2
"Staphylococcus epidermidis HD12-8",2
"Staphylococcus epidermidis HD12-4",2
"Staphylococcus epidermidis HD12-9",2
"Staphylococcus epidermidis HD17-1",2
"Staphylococcus epidermidis HD15-1",2
"Staphylococcus epidermidis HD21-2",2
"Staphylococcus epidermidis HD21N4",2
"Staphylococcus epidermidis ATCC 14990",2
"Staphylococcus epidermidis HD25-1",2
"Staphylococcus epidermidis HD26-1",2
"Staphylococcus epidermidis HD26-2",2
"Staphylococcus epidermidis HD27-3",2
"Staphylococcus epidermidis HD29-1",2
"Staphylococcus epidermidis HD31-1",2
"Staphylococcus epidermidis HD27N1",2
"Staphylococcus epidermidis HD39-1",2
"Staphylococcus epidermidis HD12-1",2
"Staphylococcus epidermidis HD33-1",2
"Staphylococcus epidermidis HD33-3",2
"Staphylococcus epidermidis HD33",2
"Staphylococcus epidermidis HD39-3",2
"Staphylococcus epidermidis HD40-5",2
"Staphylococcus epidermidis HD43-10",2
"Staphylococcus epidermidis HD46-1",2
"Staphylococcus epidermidis HD47-1",2
"Staphylococcus epidermidis HD43-3",2
"Staphylococcus epidermidis HD43-1",2
"Staphylococcus epidermidis HD43",2
"Staphylococcus epidermidis HD59-1",2
"Staphylococcus epidermidis HD59-5",2
"Staphylococcus epidermidis HD69-1",2
"Staphylococcus epidermidis HD66",2
"Staphylococcus epidermidis HD66-8",2
"Staphylococcus epidermidis HD66-1",2
"Staphylococcus epidermidis HD66-6",2
"Staphylococcus epidermidis HD99-4",2
"Staphylococcus epidermidis IRL01",2
"Staphylococcus epidermidis LM087",2
"Staphylococcus epidermidis NBRC 100911",2
"Staphylococcus epidermidis NCTC13924",2
"Staphylococcus epidermidis NCCP 16829",2
"Staphylococcus epidermidis NCTC4133",2
"Staphylococcus epidermidis O47",2
"Staphylococcus epidermidis PH1-28",2
"Staphylococcus epidermidis NCCP 16828",2
"Staphylococcus epidermidis PM221",2
"Staphylococcus epidermidis SE48",2
"Staphylococcus epidermidis SEI",2
"Staphylococcus epidermidis SE90",2
"Staphylococcus epidermidis HD75-1",2
"Staphylococcus equorum 82b3",2
"Staphylococcus equorum C2014",2
"Staphylococcus epidermidis SE95",2
"Staphylococcus equorum KS1039",2
"Staphylococcus felis ATCC 49168",2
"Staphylococcus equorum KM1031",2
"Staphylococcus felis FDAARGOS_1014",2
"Staphylococcus haemolyticus 12b",2
"Staphylococcus haemolyticus 1b",2
"Staphylococcus haemolyticus 83131A",2
"Staphylococcus haemolyticus 7b",2
"Staphylococcus haemolyticus FDAARGOS_517",2
"Staphylococcus haemolyticus ATCC 29970",2
"Staphylococcus haemolyticus B",2
"Staphylococcus epidermidis HD99-1",2
"Staphylococcus haemolyticus GDY8P80P",2
"Staphylococcus haemolyticus JCSC1435",2
"Staphylococcus haemolyticus PK-01",2
"Staphylococcus epidermidis RP62A",2
"Staphylococcus haemolyticus SCAID PHRX1-2019",2
"Staphylococcus haemolyticus SCAID URN1-2019",2
"Staphylococcus haemolyticus SGAir0252",2
"Staphylococcus haemolyticus MSA_JNM24C1",2
"Staphylococcus haemolyticus Sh29/312/L2",2
"Staphylococcus haemolyticus MSA_JNM60C2",2
"Staphylococcus haemolyticus VB19458",2
"Staphylococcus haemolyticus VB5326",2
"Staphylococcus hominis C34847",2
"Staphylococcus hominis FDAARGOS_575",2
"Staphylococcus hominis FDAARGOS_661",2
"Staphylococcus hominis FDAARGOS_136",2
"Staphylococcus hominis FDAARGOS_748",2
"Staphylococcus hominis FDAARGOS_746",2
"Staphylococcus hominis FDAARGOS_747",2
"Staphylococcus haemolyticus S167",2
"Staphylococcus hominis FDAARGOS_745",2
"Staphylococcus hyicus NCTC10350",2
"Staphylococcus hominis subsp. hominis K1",2
"Staphylococcus hyicus ATCC 11249",2
"Staphylococcus hyicus NCTC7944",2
"Staphylococcus lloydii 23_2_7_LY",2
"Staphylococcus lugdunensis APC 3758",2
"Staphylococcus lugdunensis C_33",2
"Staphylococcus hominis 19A",2
"Staphylococcus lugdunensis FDAARGOS_141",2
"Staphylococcus kloosii ATCC 43959",2
"Staphylococcus lugdunensis FDAARGOS_377",2
"Staphylococcus lugdunensis FDAARGOS_143",2
"Staphylococcus lugdunensis HKU09-01",2
"Staphylococcus lugdunensis IVK28",2
"Staphylococcus lugdunensis Klug93G-4",2
"Staphylococcus lugdunensis MBAZ2",2
"Staphylococcus lugdunensis FDAARGOS_381",2
"Staphylococcus lugdunensis FDAARGOS_222",2
"Staphylococcus lugdunensis SL117",2
"Staphylococcus lugdunensis NCTC12217",2
"Staphylococcus lugdunensis SL118",2
"Staphylococcus lugdunensis NCTC7990",2
"Staphylococcus lugdunensis N920143",2
"Staphylococcus hominis FDAARGOS_762",2
"Staphylococcus lugdunensis SL122",2
"Staphylococcus lugdunensis SL55",2
"Staphylococcus lugdunensis SL29",2
"Staphylococcus lugdunensis VISLISI_21",2
"Staphylococcus lugdunensis VISLISI_22",2
"Staphylococcus lugdunensis SL13",2
"Staphylococcus lugdunensis VISLISI_25",2
"Staphylococcus lugdunensis VISLISI_27",2
"Staphylococcus lugdunensis JICS135",2
"Staphylococcus lugdunensis VISLISI_33",2
"Staphylococcus lugdunensis VISLISI_37",2
"Staphylococcus lutrae ATCC 700373",2
"Staphylococcus muscae ATCC 49910",2
"Staphylococcus nepalensis JS1",2
"Staphylococcus nepalensis JS9",2
"Staphylococcus muscae NCTC13833",2
"Staphylococcus nepalensis JS11",2
"Staphylococcus pasteuri 3C",2
"Staphylococcus pettenkoferi FDAARGOS_288",2
"Staphylococcus pseudintermedius 063228",2
"Staphylococcus pasteuri JS7",2
"Staphylococcus pettenkoferi FDAARGOS_1071",2
"Staphylococcus piscifermentans NCTC13836",2
"Staphylococcus pasteuri SP1",2
"Staphylococcus pseudintermedius 081661",2
"Staphylococcus pseudintermedius 157588",2
"Staphylococcus pseudintermedius 49_44",2
"Staphylococcus pseudintermedius 53_88",2
"Staphylococcus pseudintermedius 5912",2
"Staphylococcus pseudintermedius 53_60",2
"Staphylococcus pseudintermedius 51_92",2
"Staphylococcus pseudintermedius AH18",2
"Staphylococcus pseudintermedius AI14",2
"Staphylococcus pseudintermedius AK9",2
"Staphylococcus pseudintermedius FDAARGOS_1073",2
"Staphylococcus pseudintermedius G3C4",2
"Staphylococcus pseudintermedius ED99",2
"Staphylococcus pseudintermedius HSP079",2
"Staphylococcus pseudintermedius AP20",2
"Staphylococcus pseudintermedius HKU10-03",2
"Staphylococcus pseudintermedius MAD568",2
"Staphylococcus pseudintermedius NA45",2
"Staphylococcus pseudintermedius HSP080",2
"Staphylococcus pseudintermedius MAD401",2
"Staphylococcus pseudintermedius MAD627",2
"Staphylococcus pseudintermedius ME4692",2
"Staphylococcus pseudintermedius SP79",2
"Staphylococcus pseudintermedius VTH737",2
"Staphylococcus pseudoxylosus 14AME19",2
"Staphylococcus saccharolyticus 13T0028",2
"Staphylococcus pseudintermedius VB88",2
"Staphylococcus saccharolyticus DVP5-16-4677",2
"Staphylococcus pseudintermedius VB16",2
"Staphylococcus pseudintermedius 6109",2
"Staphylococcus saccharolyticus FDAARGOS_1069",2
"Staphylococcus saprophyticus FDAARGOS_336",2
"Staphylococcus saprophyticus 1A",2
"Staphylococcus saprophyticus FDAARGOS_137",2
"Staphylococcus saprophyticus FDAARGOS_168",2
"Staphylococcus saccharolyticus FDAARGOS_1074",2
"Staphylococcus saprophyticus FDAARGOS_355",2
"Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292",2
"Staphylococcus saprophyticus UTI-035",2
"Staphylococcus saprophyticus UTI-042y",2
"Staphylococcus saprophyticus UTI-050",2
"Staphylococcus saprophyticus UTI-056",2
"Staphylococcus schleiferi 1360-13",2
"Staphylococcus schleiferi 2142-05",2
"Staphylococcus saprophyticus UTI-058y",2
"Staphylococcus schleiferi TSCC54",2
"Staphylococcus schleiferi NCTC12218",2
"Staphylococcus schleiferi 5909-02",2
"Staphylococcus schweitzeri NCTC13712",2
"Staphylococcus simiae 17941E",2
"Staphylococcus simiae NCTC13838",2
"Staphylococcus simulans FDAARGOS_124",2
"Staphylococcus saprophyticus GDY8P168P",2
"Staphylococcus simulans FDAARGOS_383",2
"Staphylococcus simulans MR1",2
"Staphylococcus simulans MR4",2
"Staphylococcus simulans MR3",2
"Staphylococcus simulans NCTC11046",2
"Staphylococcus saprophyticus UTI-045",2
"Staphylococcus sp. 11-B-312",2
"Staphylococcus sp. 17KM0847",2
"Staphylococcus sp. AntiMn-1",2
"Staphylococcus simulans MR2",2
"Staphylococcus sp. M0911",2
"Staphylococcus sp. MI 10-1553",2
"Staphylococcus sp. SB1-57",2
"Staphylococcus schleiferi 2317-03",2
"Staphylococcus sp. SM3655",2
"Staphylococcus warneri 22.1",2
"Staphylococcus sp. SM9054",2
"Staphylococcus warneri FDAARGOS_754",2
"Staphylococcus warneri 16A",2
"Staphylococcus sp. T93",2
"Staphylococcus warneri NCTC11044",2
"Staphylococcus warneri SG1",2
"Staphylococcus warneri NCTC7291",2
"Staphylococcus warneri WB224",2
"Staphylococcus warneri WS479",2
"Staphylococcus xylosus 2",2
"Staphylococcus xylosus S170",2
"Staphylococcus xylosus SMQ-121",2
"Stappia indica PHM037",2
"Staphylococcus xylosus HKUOPL8",2
"Starkeya novella DSM 506",2
"Stappia sp. ES.058",2
"Stella vacuolata ATCC 43931",2
"Stella humosa ATCC 43930",2
"Starkeya sp. ORNL1",2
"Stenotrophomonas maltophilia 291",2
"Stenotrophomonas maltophilia 13637",2
"Stenotrophomonas maltophilia AB550",2
"Stella sp. ATCC 35155",2
"Stenotrophomonas acidaminiphila SUNEO",2
"Stenotrophomonas maltophilia CF13",2
"Stenotrophomonas acidaminiphila ZAC14D2_NAIMI4_2",2
"Stenotrophomonas maltophilia FDAARGOS_507",2
"Stenotrophomonas maltophilia CSM2",2
"Stenotrophomonas maltophilia FDAARGOS_325",2
"Stenotrophomonas maltophilia DHHJ",2
"Stenotrophomonas maltophilia FDAARGOS_649",2
"Staphylococcus xylosus C2a",2
"Stenotrophomonas maltophilia ISMMS2",2
"Stenotrophomonas maltophilia D457",2
"Stenotrophomonas maltophilia ISMMS3",2
"Stenotrophomonas maltophilia FDAARGOS_92",2
"Stenotrophomonas maltophilia ICU331",2
"Stenotrophomonas maltophilia K279a",2
"Stenotrophomonas maltophilia CPBW01",2
"Stenotrophomonas maltophilia JV3",2
"Stenotrophomonas maltophilia ISMMS2R",2
"Stenotrophomonas maltophilia KMM 349",2
"Stenotrophomonas maltophilia NCTC10258",2
"Stenotrophomonas maltophilia NCTC10259",2
"Stenotrophomonas maltophilia NCTC10498",2
"Stenotrophomonas maltophilia NCTC10257",2
